ID,SUBID,ALARMLEVEL,UNITTYPE,UNITID,EQPID,DESCRIPTION,STATUS,EDITEDTIME,CLEARTIME,SETTIME
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:51:01 AM,2024-08-21 02:51:01,2024-08-21 02:51:00
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:51:11 AM,2024-08-21 02:51:11,2024-08-21 02:51:06
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:51:39 AM,2024-08-21 02:51:39,2024-08-21 02:51:27
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:52:07 AM,2024-08-21 02:52:07,2024-08-21 02:52:05
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:53:05 AM,2024-08-21 02:53:05,2024-08-21 02:52:48
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:53:16 AM,2024-08-21 02:53:16,2024-08-21 02:53:12
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:54:09 AM,2024-08-21 02:54:09,2024-08-21 02:54:07
73,0,0,CRANE,C0STKA71_C02,C0STKA71,HP/OP MODE KEY S/W ERROR(C0STKA71_M01),1,8/21/2024 2:56:35 AM,2024-08-21 02:56:35,2024-08-21 02:54:12
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:55:36 AM,2024-08-21 02:55:36,2024-08-21 02:55:29
1001,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR OPEN,1,8/21/2024 2:55:55 AM,2024-08-21 02:55:55,2024-08-21 02:55:36
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:57:18 AM,2024-08-21 02:57:18,2024-08-21 02:55:55
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 3:00:25 AM,2024-08-21 03:00:25,2024-08-21 02:56:22
654,0,0,CRANE,C0STKA71_C02,C0STKA71,Booth Reset S/W(C0STKA71_M01),1,8/21/2024 2:57:50 AM,2024-08-21 02:57:50,2024-08-21 02:56:35
1096,,0,STKMAIN,C0STKA71,C0STKA71,HP EXTERNAL EMO PUSH,1,8/21/2024 2:57:17 AM,2024-08-21 02:57:17,2024-08-21 02:57:16
1102,,0,STKMAIN,C0STKA71,C0STKA71,MCP EMO PUSH,1,8/21/2024 2:57:17 AM,2024-08-21 02:57:17,2024-08-21 02:57:16
1256,,10,STKMAIN,C0STKA71,C0STKA71,CPS#1 CONV RUN OFF,3,8/21/2024 2:58:29 AM,2024-08-21 02:58:29,2024-08-21 02:57:17
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:57:26 AM,2024-08-21 02:57:26,2024-08-21 02:57:23
9910,,10,STKMAIN,C0STKA71,C0STKA71,No defined alarm[STKMAIN],3,8/21/2024 2:57:24 AM,2024-08-21 02:57:24,2024-08-21 02:57:23
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 2:57:24 AM,2024-08-21 02:57:24,2024-08-21 02:57:23
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/21/2024 2:57:27 AM,2024-08-21 02:57:27,2024-08-21 02:57:23
667,0,0,CRANE,C0STKA71_C02,C0STKA71,CPS #1(C0STKA71_M01),1,8/21/2024 2:58:06 AM,2024-08-21 02:58:06,2024-08-21 02:57:50
667,0,0,CRANE,C0STKA71_C02,C0STKA71,CPS #1(C0STKA71_M01),1,8/21/2024 2:58:16 AM,2024-08-21 02:58:16,2024-08-21 02:58:07
663,0,0,CRANE,C0STKA71_C02,C0STKA71,CPS(C0STKA71_M01),1,8/21/2024 2:58:31 AM,2024-08-21 02:58:31,2024-08-21 02:58:16
542,0,0,CRANE,C0STKA71_C02,C0STKA71,REG_ERR Erec Under Voltage(C0STKA71_M01),1,8/21/2024 3:00:30 AM,2024-08-21 03:00:30,2024-08-21 02:58:33
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 3:00:38 AM,2024-08-21 03:00:38,2024-08-21 03:00:25
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 3:00:56 AM,2024-08-21 03:00:56,2024-08-21 03:00:39
624,0,0,CRANE,C0STKA71_C02,C0STKA71,Software Stop(C0STKA71_M01),1,8/21/2024 3:01:08 AM,2024-08-21 03:01:08,2024-08-21 03:00:59
627,0,0,CRANE,C0STKA71_C02,C0STKA71,CST. Disappear(C0STKA71_M01),1,8/21/2024 3:01:21 AM,2024-08-21 03:01:21,2024-08-21 03:01:14
627,0,0,CRANE,C0STKA71_C02,C0STKA71,CST. Disappear(C0STKA71_M01),1,8/21/2024 3:01:29 AM,2024-08-21 03:01:29,2024-08-21 03:01:23
627,0,0,CRANE,C0STKA71_C02,C0STKA71,CST. Disappear(C0STKA71_M01),1,8/21/2024 3:01:36 AM,2024-08-21 03:01:36,2024-08-21 03:01:31
627,0,0,CRANE,C0STKA71_C02,C0STKA71,CST. Disappear(C0STKA71_M01),1,8/21/2024 3:04:43 AM,2024-08-21 03:04:43,2024-08-21 03:01:37
627,0,0,CRANE,C0STKA71_C02,C0STKA71,CST. Disappear(C0STKA71_M01),1,8/21/2024 3:06:22 AM,2024-08-21 03:06:22,2024-08-21 03:04:45
627,0,0,CRANE,C0STKA71_C02,C0STKA71,CST. Disappear(C0STKA71_M01),1,8/21/2024 3:12:29 AM,2024-08-21 03:12:29,2024-08-21 03:06:24
1033,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR KEY UNLOCK,1,8/21/2024 3:15:11 AM,2024-08-21 03:15:11,2024-08-21 03:12:27
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 3:12:29 AM,2024-08-21 03:12:29,2024-08-21 03:12:27
9910,,10,STKMAIN,C0STKA71,C0STKA71,No defined alarm[STKMAIN],3,8/21/2024 3:15:12 AM,2024-08-21 03:15:12,2024-08-21 03:12:27
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 3:15:12 AM,2024-08-21 03:15:12,2024-08-21 03:12:27
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/21/2024 3:15:13 AM,2024-08-21 03:15:13,2024-08-21 03:12:27
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 3:15:17 AM,2024-08-21 03:15:17,2024-08-21 03:12:28
1001,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR OPEN,1,8/21/2024 3:15:09 AM,2024-08-21 03:15:09,2024-08-21 03:12:29
654,0,0,CRANE,C0STKA71_C02,C0STKA71,Booth Reset S/W(C0STKA71_M01),1,8/21/2024 3:15:34 AM,2024-08-21 03:15:34,2024-08-21 03:12:29
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 3:16:51 AM,2024-08-21 03:16:51,2024-08-21 03:15:09
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 3:15:28 AM,2024-08-21 03:15:28,2024-08-21 03:15:17
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 3:15:44 AM,2024-08-21 03:15:44,2024-08-21 03:15:29
654,0,0,CRANE,C0STKA71_C02,C0STKA71,Booth Reset S/W(C0STKA71_M01),1,8/21/2024 3:16:00 AM,2024-08-21 03:16:00,2024-08-21 03:15:34
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 3:16:07 AM,2024-08-21 03:16:07,2024-08-21 03:15:45
654,0,0,CRANE,C0STKA71_C02,C0STKA71,Booth Reset S/W(C0STKA71_M01),1,8/21/2024 3:17:07 AM,2024-08-21 03:17:07,2024-08-21 03:16:00
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 3:16:15 AM,2024-08-21 03:16:15,2024-08-21 03:16:07
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 3:16:35 AM,2024-08-21 03:16:35,2024-08-21 03:16:15
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 3:16:43 AM,2024-08-21 03:16:43,2024-08-21 03:16:36
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 3:16:59 AM,2024-08-21 03:16:59,2024-08-21 03:16:44
496,0,0,CRANE,C0STKA71_C02,C0STKA71,EXISTENCE OF LOAD AT ACTIVE SET BIT ON(C0STKA71_M01),1,8/21/2024 3:18:48 AM,2024-08-21 03:18:48,2024-08-21 03:17:07
496,0,0,CRANE,C0STKA71_C02,C0STKA71,EXISTENCE OF LOAD AT ACTIVE SET BIT ON(0101601),1,8/21/2024 3:19:30 AM,2024-08-21 03:19:30,2024-08-21 03:18:48
1033,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR KEY UNLOCK,1,8/21/2024 3:19:13 AM,2024-08-21 03:19:13,2024-08-21 03:19:11
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 3:19:15 AM,2024-08-21 03:19:15,2024-08-21 03:19:11
9910,,10,STKMAIN,C0STKA71,C0STKA71,No defined alarm[STKMAIN],3,8/21/2024 3:19:14 AM,2024-08-21 03:19:14,2024-08-21 03:19:11
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 3:19:14 AM,2024-08-21 03:19:14,2024-08-21 03:19:11
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/21/2024 3:19:37 AM,2024-08-21 03:19:37,2024-08-21 03:19:11
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 3:19:24 AM,2024-08-21 03:19:24,2024-08-21 03:19:12
496,0,0,CRANE,C0STKA71_C02,C0STKA71,EXISTENCE OF LOAD AT ACTIVE SET BIT ON(0100901),1,8/21/2024 3:22:27 AM,2024-08-21 03:22:27,2024-08-21 03:19:48
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/21/2024 3:22:38 AM,2024-08-21 03:22:38,2024-08-21 03:20:40
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 3:20:56 AM,2024-08-21 03:20:56,2024-08-21 03:20:54
9910,,10,STKMAIN,C0STKA71,C0STKA71,No defined alarm[STKMAIN],3,8/21/2024 3:22:05 AM,2024-08-21 03:22:05,2024-08-21 03:20:54
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 3:22:05 AM,2024-08-21 03:22:05,2024-08-21 03:20:54
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 3:22:22 AM,2024-08-21 03:22:22,2024-08-21 03:20:55
1033,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR KEY UNLOCK,1,8/21/2024 3:22:04 AM,2024-08-21 03:22:04,2024-08-21 03:20:55
1001,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR OPEN,1,8/21/2024 3:22:02 AM,2024-08-21 03:22:02,2024-08-21 03:20:56
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 3:22:12 AM,2024-08-21 03:22:12,2024-08-21 03:22:02
4,0,0,CRANE,C0STKA71_C01,C0STKA71,RM COLLISION PREVENTION SENSOR ERROR,1,8/21/2024 3:23:18 AM,2024-08-21 03:23:18,2024-08-21 03:22:51
510,6400,0,CRANE,C0STKA71_C02,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT(0100901),1,8/21/2024 3:23:37 AM,2024-08-21 03:23:37,2024-08-21 03:22:52
4,0,0,CRANE,C0STKA71_C01,C0STKA71,RM COLLISION PREVENTION SENSOR ERROR,1,8/21/2024 3:30:43 AM,2024-08-21 03:30:43,2024-08-21 03:23:18
1033,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR KEY UNLOCK,1,8/21/2024 3:30:30 AM,2024-08-21 03:30:29,2024-08-21 03:23:35
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 3:23:38 AM,2024-08-21 03:23:37,2024-08-21 03:23:35
9910,,10,STKMAIN,C0STKA71,C0STKA71,No defined alarm[STKMAIN],3,8/21/2024 3:30:32 AM,2024-08-21 03:30:32,2024-08-21 03:23:35
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 3:30:32 AM,2024-08-21 03:30:32,2024-08-21 03:23:35
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/21/2024 3:34:44 AM,2024-08-21 03:34:44,2024-08-21 03:23:35
654,0,0,CRANE,C0STKA71_C02,C0STKA71,Booth Reset S/W(0100901),1,8/21/2024 3:25:11 AM,2024-08-21 03:25:11,2024-08-21 03:23:37
1001,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR OPEN,1,8/21/2024 3:30:25 AM,2024-08-21 03:30:25,2024-08-21 03:23:37
238,0,0,CRANE,C0STKA71_C02,C0STKA71,TRV SERVO READY OFF(0100901),1,8/21/2024 3:25:59 AM,2024-08-21 03:25:59,2024-08-21 03:25:53
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(0100901),1,8/21/2024 3:25:59 AM,2024-08-21 03:25:59,2024-08-21 03:25:59
238,0,0,CRANE,C0STKA71_C02,C0STKA71,TRV SERVO READY OFF(0100901),1,8/21/2024 3:26:53 AM,2024-08-21 03:26:53,2024-08-21 03:26:28
1245,,5,STKMAIN,C0STKA71,C0STKA71,Optical Modem Data Receive Error (RM2),1,8/21/2024 3:26:53 AM,2024-08-21 03:26:53,2024-08-21 03:26:44
167,0,0,CRANE,C0STKA71_C02,C0STKA71,AIsle Sensor DETECTED AT Teach Mode[MD_L](0100901),1,8/21/2024 3:26:57 AM,2024-08-21 03:26:57,2024-08-21 03:26:53
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(0100901),1,8/21/2024 3:27:15 AM,2024-08-21 03:27:15,2024-08-21 03:27:03
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(0100901),1,8/21/2024 3:28:04 AM,2024-08-21 03:28:04,2024-08-21 03:28:03
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(0100901),1,8/21/2024 3:30:27 AM,2024-08-21 03:30:27,2024-08-21 03:30:10
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 3:30:32 AM,2024-08-21 03:30:32,2024-08-21 03:30:25
654,0,0,CRANE,C0STKA71_C02,C0STKA71,Booth Reset S/W(0100901),1,8/21/2024 3:30:59 AM,2024-08-21 03:30:59,2024-08-21 03:30:28
238,0,0,CRANE,C0STKA71_C01,C0STKA71,TRV SERVO READY OFF,1,8/21/2024 3:30:52 AM,2024-08-21 03:30:52,2024-08-21 03:30:43
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 3:31:24 AM,2024-08-21 03:31:24,2024-08-21 03:31:07
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 3:31:35 AM,2024-08-21 03:31:35,2024-08-21 03:31:24
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 3:33:29 AM,2024-08-21 03:33:29,2024-08-21 03:31:36
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 3:31:49 AM,2024-08-21 03:31:49,2024-08-21 03:31:41
9910,,10,STKMAIN,C0STKA71,C0STKA71,No defined alarm[STKMAIN],3,8/21/2024 3:34:24 AM,2024-08-21 03:34:24,2024-08-21 03:31:41
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 3:34:24 AM,2024-08-21 03:34:24,2024-08-21 03:31:41
654,0,0,CRANE,C0STKA71_C02,C0STKA71,Booth Reset S/W(0100901),1,8/21/2024 3:34:37 AM,2024-08-21 03:34:37,2024-08-21 03:31:42
1032,,5,STKMAIN,C0STKA71,C0STKA71,HP DOOR KEY UNLOCK,1,8/21/2024 3:34:24 AM,2024-08-21 03:34:24,2024-08-21 03:31:42
1000,,5,STKMAIN,C0STKA71,C0STKA71,HP DOOR OPEN,1,8/21/2024 3:34:14 AM,2024-08-21 03:34:14,2024-08-21 03:31:49
584,0,0,CRANE,C0STKA71_C01,C0STKA71,[MANAUL] MU GRIP SW OFF,1,8/21/2024 3:34:23 AM,2024-08-21 03:34:23,2024-08-21 03:34:02
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 3:34:26 AM,2024-08-21 03:34:26,2024-08-21 03:34:14
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 3:34:32 AM,2024-08-21 03:34:32,2024-08-21 03:34:23
510,0,0,CRANE,C0STKA71_C02,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT(0100901),1,8/21/2024 3:34:59 AM,2024-08-21 03:34:59,2024-08-21 03:34:47
510,0,0,CRANE,C0STKA71_C02,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT(0100901),1,8/21/2024 3:35:10 AM,2024-08-21 03:35:10,2024-08-21 03:35:00
510,0,0,CRANE,C0STKA71_C02,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT(0100901),1,8/21/2024 3:36:14 AM,2024-08-21 03:36:14,2024-08-21 03:35:10
510,0,0,CRANE,C0STKA71_C02,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT(0100901),1,8/21/2024 3:36:29 AM,2024-08-21 03:36:29,2024-08-21 03:36:15
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/21/2024 3:51:28 AM,2024-08-21 03:51:28,2024-08-21 03:36:22
510,0,0,CRANE,C0STKA71_C02,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT(0100901),1,8/21/2024 3:37:15 AM,2024-08-21 03:37:15,2024-08-21 03:36:29
510,0,0,CRANE,C0STKA71_C02,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT(0100901),1,8/21/2024 3:44:31 AM,2024-08-21 03:44:31,2024-08-21 03:37:16
1033,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR KEY UNLOCK,1,8/21/2024 3:37:31 AM,2024-08-21 03:37:31,2024-08-21 03:37:25
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 3:37:27 AM,2024-08-21 03:37:27,2024-08-21 03:37:25
9910,,10,STKMAIN,C0STKA71,C0STKA71,No defined alarm[STKMAIN],3,8/21/2024 3:37:31 AM,2024-08-21 03:37:31,2024-08-21 03:37:25
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 3:37:31 AM,2024-08-21 03:37:31,2024-08-21 03:37:25
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 3:48:09 AM,2024-08-21 03:48:09,2024-08-21 03:37:26
1001,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR OPEN,1,8/21/2024 3:37:29 AM,2024-08-21 03:37:29,2024-08-21 03:37:27
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 3:37:35 AM,2024-08-21 03:37:35,2024-08-21 03:37:29
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 3:37:47 AM,2024-08-21 03:37:47,2024-08-21 03:37:41
9910,,10,STKMAIN,C0STKA71,C0STKA71,No defined alarm[STKMAIN],3,8/21/2024 3:51:07 AM,2024-08-21 03:51:07,2024-08-21 03:37:41
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 3:51:07 AM,2024-08-21 03:51:07,2024-08-21 03:37:41
1032,,5,STKMAIN,C0STKA71,C0STKA71,HP DOOR KEY UNLOCK,1,8/21/2024 3:51:07 AM,2024-08-21 03:51:07,2024-08-21 03:37:42
1000,,5,STKMAIN,C0STKA71,C0STKA71,HP DOOR OPEN,1,8/21/2024 3:50:18 AM,2024-08-21 03:50:18,2024-08-21 03:37:47
1033,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR KEY UNLOCK,1,8/21/2024 3:45:35 AM,2024-08-21 03:45:35,2024-08-21 03:39:37
1001,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR OPEN,1,8/21/2024 3:41:23 AM,2024-08-21 03:41:23,2024-08-21 03:39:38
1245,,5,STKMAIN,C0STKA71,C0STKA71,Optical Modem Data Receive Error (RM2),1,8/21/2024 3:39:53 AM,2024-08-21 03:39:53,2024-08-21 03:39:44
1245,,5,STKMAIN,C0STKA71,C0STKA71,Optical Modem Data Receive Error (RM2),1,8/21/2024 3:40:48 AM,2024-08-21 03:40:48,2024-08-21 03:40:39
1001,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR OPEN,1,8/21/2024 3:45:32 AM,2024-08-21 03:45:32,2024-08-21 03:43:34
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(0100901),1,8/21/2024 3:44:49 AM,2024-08-21 03:44:49,2024-08-21 03:44:39
510,0,0,CRANE,C0STKA71_C02,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT(0100901),1,8/21/2024 3:51:15 AM,2024-08-21 03:51:15,2024-08-21 03:45:24
584,0,0,CRANE,C0STKA71_C01,C0STKA71,[MANAUL] MU GRIP SW OFF,1,8/21/2024 3:48:19 AM,2024-08-21 03:48:19,2024-08-21 03:48:14
584,0,0,CRANE,C0STKA71_C01,C0STKA71,[MANAUL] MU GRIP SW OFF,1,8/21/2024 3:48:34 AM,2024-08-21 03:48:34,2024-08-21 03:48:28
584,0,0,CRANE,C0STKA71_C01,C0STKA71,[MANAUL] MU GRIP SW OFF,1,8/21/2024 3:48:46 AM,2024-08-21 03:48:46,2024-08-21 03:48:41
584,0,0,CRANE,C0STKA71_C01,C0STKA71,[MANAUL] MU GRIP SW OFF,1,8/21/2024 3:50:25 AM,2024-08-21 03:50:25,2024-08-21 03:48:49
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 3:51:09 AM,2024-08-21 03:51:09,2024-08-21 03:50:18
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 3:51:10 AM,2024-08-21 03:51:10,2024-08-21 03:50:25
510,0,0,CRANE,C0STKA71_C02,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT(0100901),1,8/21/2024 3:51:46 AM,2024-08-21 03:51:46,2024-08-21 03:51:15
510,0,0,CRANE,C0STKA71_C02,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT(0100901),1,8/21/2024 3:51:54 AM,2024-08-21 03:51:54,2024-08-21 03:51:46
510,0,0,CRANE,C0STKA71_C02,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT(0100901),1,8/21/2024 3:52:17 AM,2024-08-21 03:52:17,2024-08-21 03:51:54
627,0,0,CRANE,C0STKA71_C02,C0STKA71,CST. Disappear(0100901),1,8/21/2024 3:56:40 AM,2024-08-21 03:56:40,2024-08-21 03:52:31
627,0,0,CRANE,C0STKA71_C02,C0STKA71,CST. Disappear(0100901),1,8/21/2024 4:00:13 AM,2024-08-21 04:00:13,2024-08-21 03:56:41
2109,,5,PORT,C0STKA71_M01,C0STKA71,DIVERTERINITIAL STOP SENABNORMAL,1,8/21/2024 8:21:50 AM,2024-08-21 08:21:50,2024-08-21 08:21:44
2109,,5,PORT,C0STKA71_M01,C0STKA71,DIVERTERINITIAL STOP SENABNORMAL,1,8/21/2024 8:22:00 AM,2024-08-21 08:22:00,2024-08-21 08:21:58
666,0,0,CRANE,C0STKA71_C01,C0STKA71,Light Curtain,1,8/21/2024 1:53:55 PM,2024-08-21 13:53:55,2024-08-21 13:52:00
666,0,0,CRANE,C0STKA71_C02,C0STKA71,Light Curtain,1,8/21/2024 1:53:46 PM,2024-08-21 13:53:46,2024-08-21 13:52:00
2047,,5,PORT,C0STKA71_P11,C0STKA71,LIGHT CURTAIN DETECT,1,8/21/2024 1:52:44 PM,2024-08-21 13:52:44,2024-08-21 13:52:01
2047,,5,PORT,C0STKA71_P10,C0STKA71,LIGHT CURTAIN DETECT,1,8/21/2024 1:52:44 PM,2024-08-21 13:52:44,2024-08-21 13:52:01
2109,,5,PORT,C0STKA71_M01,C0STKA71,DIVERTERINITIAL STOP SENABNORMAL,1,8/21/2024 4:46:43 PM,2024-08-21 16:46:43,2024-08-21 16:46:30
2050,,5,PORT,C0STKA71_M01,C0STKA71,TRANSFER REJECTED BY MES,1,8/21/2024 4:47:35 PM,2024-08-21 16:47:35,2024-08-21 16:47:25
2050,,5,PORT,C0STKA71_M01,C0STKA71,TRANSFER REJECTED BY MES,1,8/21/2024 4:49:12 PM,2024-08-21 16:49:12,2024-08-21 16:49:10
2109,,5,PORT,C0STKA71_M01,C0STKA71,DIVERTERINITIAL STOP SENABNORMAL,1,8/22/2024 2:24:03 AM,2024-08-22 02:24:03,2024-08-22 02:24:00
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:54:37 AM,2024-08-23 08:54:37,2024-08-23 08:54:36
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:54:41 AM,2024-08-23 08:54:41,2024-08-23 08:54:40
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:54:45 AM,2024-08-23 08:54:45,2024-08-23 08:54:45
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:54:50 AM,2024-08-23 08:54:50,2024-08-23 08:54:49
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:54:54 AM,2024-08-23 08:54:54,2024-08-23 08:54:53
403,0,0,CRANE,C0STKA71_C02,C0STKA71,SOURCE EMPTY AT PICKUP(0100901),1,8/23/2024 8:54:58 AM,2024-08-23 08:54:58,2024-08-23 08:54:57
