ID,SUBID,ALARMLEVEL,UNITTYPE,UNITID,EQPID,DESCRIPTION,STATUS,EDITEDTIME,CLEARTIME,SETTIME
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 2:11:37 AM,2024-08-21 02:11:37,2024-08-21 02:07:36
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/21/2024 2:11:43 AM,2024-08-21 02:11:43,2024-08-21 02:07:36
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 2:11:42 AM,2024-08-21 02:11:42,2024-08-21 02:07:36
1033,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR KEY UNLOCK,1,8/21/2024 2:11:37 AM,2024-08-21 02:11:37,2024-08-21 02:07:37
1001,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR OPEN,1,8/21/2024 2:11:35 AM,2024-08-21 02:11:35,2024-08-21 02:07:40
1245,,5,STKMAIN,C0STKA71,C0STKA71,Optical Modem Data Receive Error (RM2),1,8/21/2024 2:08:05 AM,2024-08-21 02:08:05,2024-08-21 02:07:57
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:10:11 AM,2024-08-21 02:10:11,2024-08-21 02:10:10
2,0,0,CRANE,C0STKA71_C02,C0STKA71,RM HANDY EMERGENCY BUTTON PUSHED(C0STKA71_M01),1,8/21/2024 2:10:15 AM,2024-08-21 02:10:15,2024-08-21 02:10:11
204,0,0,CRANE,C0STKA71_C02,C0STKA71,SERVO MC1 OFF(TRAVEL)(C0STKA71_M01),1,8/21/2024 2:10:15 AM,2024-08-21 02:10:15,2024-08-21 02:10:15
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:10:18 AM,2024-08-21 02:10:18,2024-08-21 02:10:15
2,0,0,CRANE,C0STKA71_C02,C0STKA71,RM HANDY EMERGENCY BUTTON PUSHED(C0STKA71_M01),1,8/21/2024 2:10:21 AM,2024-08-21 02:10:21,2024-08-21 02:10:18
204,0,0,CRANE,C0STKA71_C02,C0STKA71,SERVO MC1 OFF(TRAVEL)(C0STKA71_M01),1,8/21/2024 2:10:27 AM,2024-08-21 02:10:27,2024-08-21 02:10:21
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:10:41 AM,2024-08-21 02:10:41,2024-08-21 02:10:27
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:12:02 AM,2024-08-21 02:12:02,2024-08-21 02:10:46
1245,,5,STKMAIN,C0STKA71,C0STKA71,Optical Modem Data Receive Error (RM2),1,8/21/2024 2:11:33 AM,2024-08-21 02:11:33,2024-08-21 02:11:24
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:11:40 AM,2024-08-21 02:11:40,2024-08-21 02:11:35
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:11:50 AM,2024-08-21 02:11:50,2024-08-21 02:11:42
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:11:56 AM,2024-08-21 02:11:56,2024-08-21 02:11:51
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:12:22 AM,2024-08-21 02:12:22,2024-08-21 02:11:57
496,0,0,CRANE,C0STKA71_C02,C0STKA71,EXISTENCE OF LOAD AT ACTIVE SET BIT ON(C0STKA71_M01),1,8/21/2024 2:17:20 AM,2024-08-21 02:17:20,2024-08-21 02:12:03
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:19:14 AM,2024-08-21 02:19:14,2024-08-21 02:12:22
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:12:31 AM,2024-08-21 02:12:31,2024-08-21 02:12:27
9910,,10,STKMAIN,C0STKA71,C0STKA71,No defined alarm[STKMAIN],3,8/21/2024 2:19:06 AM,2024-08-21 02:19:06,2024-08-21 02:12:27
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 2:19:06 AM,2024-08-21 02:19:06,2024-08-21 02:12:27
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/21/2024 2:19:10 AM,2024-08-21 02:19:10,2024-08-21 02:12:27
1033,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR KEY UNLOCK,1,8/21/2024 2:19:06 AM,2024-08-21 02:19:06,2024-08-21 02:12:28
1001,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR OPEN,1,8/21/2024 2:19:03 AM,2024-08-21 02:19:03,2024-08-21 02:12:31
285,6435,0,CRANE,C0STKA71_C02,C0STKA71,TRV#1 SERVO DRIVE ERROR(C0STKA71_M01),1,8/21/2024 2:17:33 AM,2024-08-21 02:17:33,2024-08-21 02:17:27
584,6435,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:17:35 AM,2024-08-21 02:17:35,2024-08-21 02:17:33
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:18:21 AM,2024-08-21 02:18:21,2024-08-21 02:18:21
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:19:28 AM,2024-08-21 02:19:28,2024-08-21 02:18:32
1245,,5,STKMAIN,C0STKA71,C0STKA71,Optical Modem Data Receive Error (RM2),1,8/21/2024 2:18:51 AM,2024-08-21 02:18:51,2024-08-21 02:18:43
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:19:08 AM,2024-08-21 02:19:08,2024-08-21 02:19:03
238,0,0,CRANE,C0STKA71_C01,C0STKA71,TRV SERVO READY OFF,1,8/21/2024 2:19:21 AM,2024-08-21 02:19:21,2024-08-21 02:19:15
238,0,0,CRANE,C0STKA71_C01,C0STKA71,TRV SERVO READY OFF,1,8/21/2024 2:19:21 AM,2024-08-21 02:19:21,2024-08-21 02:19:15
496,0,0,CRANE,C0STKA71_C02,C0STKA71,EXISTENCE OF LOAD AT ACTIVE SET BIT ON(C0STKA71_M01),1,8/21/2024 2:21:04 AM,2024-08-21 02:21:04,2024-08-21 02:19:28
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:19:57 AM,2024-08-21 02:19:57,2024-08-21 02:19:48
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:20:10 AM,2024-08-21 02:20:10,2024-08-21 02:19:57
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:20:16 AM,2024-08-21 02:20:16,2024-08-21 02:20:11
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:20:21 AM,2024-08-21 02:20:21,2024-08-21 02:20:16
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:20:27 AM,2024-08-21 02:20:27,2024-08-21 02:20:22
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:20:55 AM,2024-08-21 02:20:55,2024-08-21 02:20:27
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:21:10 AM,2024-08-21 02:21:10,2024-08-21 02:20:55
496,0,0,CRANE,C0STKA71_C02,C0STKA71,EXISTENCE OF LOAD AT ACTIVE SET BIT ON(C0STKA71_M01),1,8/21/2024 2:21:53 AM,2024-08-21 02:21:53,2024-08-21 02:21:05
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:22:08 AM,2024-08-21 02:22:08,2024-08-21 02:21:11
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:21:22 AM,2024-08-21 02:21:22,2024-08-21 02:21:12
9910,,10,STKMAIN,C0STKA71,C0STKA71,No defined alarm[STKMAIN],3,8/21/2024 2:25:47 AM,2024-08-21 02:25:47,2024-08-21 02:21:12
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 2:25:47 AM,2024-08-21 02:25:47,2024-08-21 02:21:12
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/21/2024 2:25:57 AM,2024-08-21 02:25:57,2024-08-21 02:21:12
1032,,5,STKMAIN,C0STKA71,C0STKA71,HP DOOR KEY UNLOCK,1,8/21/2024 2:25:47 AM,2024-08-21 02:25:47,2024-08-21 02:21:22
1000,,5,STKMAIN,C0STKA71,C0STKA71,HP DOOR OPEN,1,8/21/2024 2:25:25 AM,2024-08-21 02:25:25,2024-08-21 02:21:22
653,0,0,CRANE,C0STKA71_C02,C0STKA71,Door Key/Unlock(C0STKA71_M01),1,8/21/2024 2:21:58 AM,2024-08-21 02:21:58,2024-08-21 02:21:53
653,0,0,CRANE,C0STKA71_C02,C0STKA71,Door Key/Unlock(C0STKA71_M01),1,8/21/2024 2:22:02 AM,2024-08-21 02:22:02,2024-08-21 02:21:59
653,0,0,CRANE,C0STKA71_C02,C0STKA71,Door Key/Unlock(C0STKA71_M01),1,8/21/2024 2:22:02 AM,2024-08-21 02:22:02,2024-08-21 02:21:59
653,0,0,CRANE,C0STKA71_C02,C0STKA71,Door Key/Unlock(C0STKA71_M01),1,8/21/2024 2:22:06 AM,2024-08-21 02:22:06,2024-08-21 02:22:03
653,0,0,CRANE,C0STKA71_C02,C0STKA71,Door Key/Unlock(C0STKA71_M01),1,8/21/2024 2:23:33 AM,2024-08-21 02:23:33,2024-08-21 02:22:06
584,0,0,CRANE,C0STKA71_C01,C0STKA71,[MANAUL] MU GRIP SW OFF,1,8/21/2024 2:22:16 AM,2024-08-21 02:22:16,2024-08-21 02:22:14
584,0,0,CRANE,C0STKA71_C01,C0STKA71,[MANAUL] MU GRIP SW OFF,1,8/21/2024 2:22:23 AM,2024-08-21 02:22:23,2024-08-21 02:22:22
584,0,0,CRANE,C0STKA71_C01,C0STKA71,[MANAUL] MU GRIP SW OFF,1,8/21/2024 2:22:37 AM,2024-08-21 02:22:37,2024-08-21 02:22:29
584,0,0,CRANE,C0STKA71_C01,C0STKA71,[MANAUL] MU GRIP SW OFF,1,8/21/2024 2:22:46 AM,2024-08-21 02:22:46,2024-08-21 02:22:41
584,0,0,CRANE,C0STKA71_C01,C0STKA71,[MANAUL] MU GRIP SW OFF,1,8/21/2024 2:23:02 AM,2024-08-21 02:23:02,2024-08-21 02:22:51
584,0,0,CRANE,C0STKA71_C01,C0STKA71,[MANAUL] MU GRIP SW OFF,1,8/21/2024 2:23:36 AM,2024-08-21 02:23:36,2024-08-21 02:23:33
653,0,0,CRANE,C0STKA71_C02,C0STKA71,Door Key/Unlock(C0STKA71_M01),1,8/21/2024 2:25:45 AM,2024-08-21 02:25:45,2024-08-21 02:23:34
584,0,0,CRANE,C0STKA71_C01,C0STKA71,[MANAUL] MU GRIP SW OFF,1,8/21/2024 2:25:02 AM,2024-08-21 02:25:02,2024-08-21 02:23:44
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:25:35 AM,2024-08-21 02:25:35,2024-08-21 02:25:12
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:25:54 AM,2024-08-21 02:25:54,2024-08-21 02:25:25
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 2:26:46 AM,2024-08-21 02:26:46,2024-08-21 02:25:36
654,0,0,CRANE,C0STKA71_C02,C0STKA71,Booth Reset S/W(C0STKA71_M01),1,8/21/2024 2:25:55 AM,2024-08-21 02:25:55,2024-08-21 02:25:46
496,0,0,CRANE,C0STKA71_C02,C0STKA71,EXISTENCE OF LOAD AT ACTIVE SET BIT ON(C0STKA71_M01),1,8/21/2024 2:26:15 AM,2024-08-21 02:26:15,2024-08-21 02:25:58
496,0,0,CRANE,C0STKA71_C02,C0STKA71,EXISTENCE OF LOAD AT ACTIVE SET BIT ON(C0STKA71_M01),1,8/21/2024 2:31:09 AM,2024-08-21 02:31:09,2024-08-21 02:26:16
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:27:07 AM,2024-08-21 02:27:07,2024-08-21 02:26:45
9910,,10,STKMAIN,C0STKA71,C0STKA71,No defined alarm[STKMAIN],3,8/21/2024 2:26:49 AM,2024-08-21 02:26:49,2024-08-21 02:26:45
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 2:26:49 AM,2024-08-21 02:26:49,2024-08-21 02:26:45
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/21/2024 2:26:49 AM,2024-08-21 02:26:49,2024-08-21 02:26:45
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 2:27:36 AM,2024-08-21 02:27:36,2024-08-21 02:26:47
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:27:23 AM,2024-08-21 02:27:23,2024-08-21 02:27:16
9910,,10,STKMAIN,C0STKA71,C0STKA71,No defined alarm[STKMAIN],3,8/21/2024 2:30:48 AM,2024-08-21 02:30:48,2024-08-21 02:27:16
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 2:30:48 AM,2024-08-21 02:30:48,2024-08-21 02:27:16
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/21/2024 2:30:56 AM,2024-08-21 02:30:56,2024-08-21 02:27:16
1032,,5,STKMAIN,C0STKA71,C0STKA71,HP DOOR KEY UNLOCK,1,8/21/2024 2:30:48 AM,2024-08-21 02:30:48,2024-08-21 02:27:16
1000,,5,STKMAIN,C0STKA71,C0STKA71,HP DOOR OPEN,1,8/21/2024 2:30:39 AM,2024-08-21 02:30:39,2024-08-21 02:27:23
289,6407,0,CRANE,C0STKA71_C01,C0STKA71,HST#1 SERVO DRIVE ERROR,1,8/21/2024 2:29:35 AM,2024-08-21 02:29:35,2024-08-21 02:29:33
289,6407,0,CRANE,C0STKA71_C01,C0STKA71,HST#1 SERVO DRIVE ERROR,1,8/21/2024 2:29:35 AM,2024-08-21 02:29:35,2024-08-21 02:29:33
584,6407,0,CRANE,C0STKA71_C01,C0STKA71,[MANAUL] MU GRIP SW OFF,1,8/21/2024 2:29:40 AM,2024-08-21 02:29:40,2024-08-21 02:29:35
584,0,0,CRANE,C0STKA71_C01,C0STKA71,[MANAUL] MU GRIP SW OFF,1,8/21/2024 2:29:50 AM,2024-08-21 02:29:50,2024-08-21 02:29:49
584,0,0,CRANE,C0STKA71_C01,C0STKA71,[MANAUL] MU GRIP SW OFF,1,8/21/2024 2:30:40 AM,2024-08-21 02:30:40,2024-08-21 02:30:14
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:30:55 AM,2024-08-21 02:30:55,2024-08-21 02:30:39
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 2:30:47 AM,2024-08-21 02:30:47,2024-08-21 02:30:41
654,0,0,CRANE,C0STKA71_C01,C0STKA71,Booth Reset S/W,1,8/21/2024 2:31:17 AM,2024-08-21 02:31:17,2024-08-21 02:30:48
496,0,0,CRANE,C0STKA71_C02,C0STKA71,EXISTENCE OF LOAD AT ACTIVE SET BIT ON(C0STKA71_M01),1,8/21/2024 2:31:23 AM,2024-08-21 02:31:23,2024-08-21 02:31:09
496,0,0,CRANE,C0STKA71_C02,C0STKA71,EXISTENCE OF LOAD AT ACTIVE SET BIT ON(C0STKA71_M01),1,8/21/2024 2:32:04 AM,2024-08-21 02:32:04,2024-08-21 02:31:23
496,0,0,CRANE,C0STKA71_C02,C0STKA71,EXISTENCE OF LOAD AT ACTIVE SET BIT ON(C0STKA71_M01),1,8/21/2024 2:36:31 AM,2024-08-21 02:36:31,2024-08-21 02:32:05
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:38:07 AM,2024-08-21 02:38:07,2024-08-21 02:32:11
1033,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR KEY UNLOCK,1,8/21/2024 2:37:50 AM,2024-08-21 02:37:50,2024-08-21 02:32:41
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:32:42 AM,2024-08-21 02:32:42,2024-08-21 02:32:41
9910,,10,STKMAIN,C0STKA71,C0STKA71,No defined alarm[STKMAIN],3,8/21/2024 2:37:51 AM,2024-08-21 02:37:51,2024-08-21 02:32:41
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 2:37:51 AM,2024-08-21 02:37:51,2024-08-21 02:32:41
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/21/2024 2:37:54 AM,2024-08-21 02:37:54,2024-08-21 02:32:41
1001,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR OPEN,1,8/21/2024 2:37:45 AM,2024-08-21 02:37:45,2024-08-21 02:32:42
1245,,5,STKMAIN,C0STKA71,C0STKA71,Optical Modem Data Receive Error (RM2),1,8/21/2024 2:33:49 AM,2024-08-21 02:33:49,2024-08-21 02:33:41
1245,,5,STKMAIN,C0STKA71,C0STKA71,Optical Modem Data Receive Error (RM2),1,8/21/2024 2:34:02 AM,2024-08-21 02:34:02,2024-08-21 02:33:53
1245,,5,STKMAIN,C0STKA71,C0STKA71,Optical Modem Data Receive Error (RM2),1,8/21/2024 2:36:13 AM,2024-08-21 02:36:13,2024-08-21 02:36:04
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:38:24 AM,2024-08-21 02:38:24,2024-08-21 02:37:20
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:37:53 AM,2024-08-21 02:37:53,2024-08-21 02:37:45
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:42:56 AM,2024-08-21 02:42:56,2024-08-21 02:38:08
496,0,0,CRANE,C0STKA71_C02,C0STKA71,EXISTENCE OF LOAD AT ACTIVE SET BIT ON(C0STKA71_M01),1,8/21/2024 2:38:40 AM,2024-08-21 02:38:40,2024-08-21 02:38:24
496,0,0,CRANE,C0STKA71_C02,C0STKA71,EXISTENCE OF LOAD AT ACTIVE SET BIT ON(C0STKA71_M01),1,8/21/2024 2:38:52 AM,2024-08-21 02:38:52,2024-08-21 02:38:41
347,0,0,CRANE,C0STKA71_C02,C0STKA71,LOAD POSITION ERROR FOR DRIVING(C0STKA71_M01),1,8/21/2024 2:40:00 AM,2024-08-21 02:40:00,2024-08-21 02:38:53
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:39:35 AM,2024-08-21 02:39:35,2024-08-21 02:39:30
9910,,10,STKMAIN,C0STKA71,C0STKA71,No defined alarm[STKMAIN],3,8/21/2024 2:42:43 AM,2024-08-21 02:42:43,2024-08-21 02:39:30
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 2:42:43 AM,2024-08-21 02:42:43,2024-08-21 02:39:30
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/21/2024 2:42:45 AM,2024-08-21 02:42:45,2024-08-21 02:39:30
1033,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR KEY UNLOCK,1,8/21/2024 2:42:42 AM,2024-08-21 02:42:42,2024-08-21 02:39:33
1001,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR OPEN,1,8/21/2024 2:42:40 AM,2024-08-21 02:42:40,2024-08-21 02:39:35
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:40:24 AM,2024-08-21 02:40:24,2024-08-21 02:40:10
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:41:01 AM,2024-08-21 02:41:01,2024-08-21 02:40:46
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:41:11 AM,2024-08-21 02:41:11,2024-08-21 02:41:07
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:41:24 AM,2024-08-21 02:41:24,2024-08-21 02:41:20
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:41:37 AM,2024-08-21 02:41:37,2024-08-21 02:41:28
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:42:06 AM,2024-08-21 02:42:06,2024-08-21 02:42:03
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:43:09 AM,2024-08-21 02:43:09,2024-08-21 02:42:23
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:42:44 AM,2024-08-21 02:42:44,2024-08-21 02:42:40
510,0,0,CRANE,C0STKA71_C01,C0STKA71,PREVIOUS CRANE FAIL TO RETURNNING AN ORIGIN POINT,1,8/21/2024 2:56:22 AM,2024-08-21 02:56:22,2024-08-21 02:42:56
496,0,0,CRANE,C0STKA71_C02,C0STKA71,EXISTENCE OF LOAD AT ACTIVE SET BIT ON(C0STKA71_M01),1,8/21/2024 2:43:34 AM,2024-08-21 02:43:34,2024-08-21 02:43:10
1064,,5,STKMAIN,C0STKA71,C0STKA71,1 Safety Relay Reset,1,8/21/2024 2:43:40 AM,2024-08-21 02:43:40,2024-08-21 02:43:26
9910,,10,STKMAIN,C0STKA71,C0STKA71,No defined alarm[STKMAIN],3,8/21/2024 2:56:00 AM,2024-08-21 02:56:00,2024-08-21 02:43:26
9001,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM INTERLOCK,1,8/21/2024 2:56:00 AM,2024-08-21 02:56:00,2024-08-21 02:43:26
9900,,5,STKMAIN,C0STKA71,C0STKA71,SYSTEM STOP,1,8/21/2024 2:56:01 AM,2024-08-21 02:56:01,2024-08-21 02:43:26
1033,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR KEY UNLOCK,1,8/21/2024 2:56:00 AM,2024-08-21 02:56:00,2024-08-21 02:43:27
654,0,0,CRANE,C0STKA71_C02,C0STKA71,Booth Reset S/W(C0STKA71_M01),1,8/21/2024 2:44:19 AM,2024-08-21 02:44:19,2024-08-21 02:43:34
1001,,5,STKMAIN,C0STKA71,C0STKA71,OP DOOR OPEN,1,8/21/2024 2:55:29 AM,2024-08-21 02:55:29,2024-08-21 02:43:40
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:44:56 AM,2024-08-21 02:44:56,2024-08-21 02:44:41
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:45:18 AM,2024-08-21 02:45:18,2024-08-21 02:45:10
584,6405,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:45:30 AM,2024-08-21 02:45:30,2024-08-21 02:45:23
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:45:37 AM,2024-08-21 02:45:37,2024-08-21 02:45:35
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:46:08 AM,2024-08-21 02:46:08,2024-08-21 02:46:04
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:46:31 AM,2024-08-21 02:46:31,2024-08-21 02:46:26
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:46:37 AM,2024-08-21 02:46:37,2024-08-21 02:46:35
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:46:55 AM,2024-08-21 02:46:55,2024-08-21 02:46:54
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:47:31 AM,2024-08-21 02:47:31,2024-08-21 02:47:30
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:47:56 AM,2024-08-21 02:47:56,2024-08-21 02:47:52
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:48:23 AM,2024-08-21 02:48:23,2024-08-21 02:48:07
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:48:32 AM,2024-08-21 02:48:32,2024-08-21 02:48:26
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:48:50 AM,2024-08-21 02:48:50,2024-08-21 02:48:38
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:49:27 AM,2024-08-21 02:49:27,2024-08-21 02:49:19
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:50:22 AM,2024-08-21 02:50:22,2024-08-21 02:50:11
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:50:31 AM,2024-08-21 02:50:31,2024-08-21 02:50:26
584,0,0,CRANE,C0STKA71_C02,C0STKA71,[MANAUL] MU GRIP SW OFF(C0STKA71_M01),1,8/21/2024 2:50:55 AM,2024-08-21 02:50:55,2024-08-21 02:50:47
