EQP_ID,UNIT_ID,ERR_CD,ERR_MSG,BARCODE_ID,ERR_START_DTTM,ERR_END_DTTM
E0STKA52,E0STKA52_M03_OP,1125,Mode Key Change Error,,2024-08-22 18:12:58,2024-08-22 18:12:59
E0STKA52,E0STKA52_M01_OP,1125,Mode Key Change Error,,2024-08-22 18:12:58,2024-08-22 18:12:59
E0STKA52,E0STKA52_M02_OP,1125,Mode Key Change Error,,2024-08-22 18:12:58,2024-08-22 18:12:59
E0STKA52,E0STKA52_M04_OP,1125,Mode Key Change Error,,2024-08-22 18:12:58,2024-08-22 18:12:59
E0STKA52,E0STKA52_M05,1125,Mode Key Change Error,,2024-08-22 18:12:58,2024-08-22 18:12:59
E0STKA52,E0STKA52_M02,1125,Mode Key Change Error,,2024-08-22 18:12:58,2024-08-22 18:12:59
E0STKA52,E0STKA52_M01,1125,Mode Key Change Error,,2024-08-22 18:12:58,2024-08-22 18:12:59
E0STKA52,E0STKA52_M03,1125,Mode Key Change Error,,2024-08-22 18:12:58,2024-08-22 18:13:00
E0STKA52,E0STKA52_M04,1125,Mode Key Change Error,,2024-08-22 18:12:58,2024-08-22 18:13:00
E0STKA52,E0STKA52_M06,1125,Mode Key Change Error,,2024-08-22 18:12:58,2024-08-22 18:13:00
E0STKA52,E0STKA52_M01,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:14:06,2024-08-22 18:14:23
E0STKA52,E0STKA52_M01,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:15:23,2024-08-22 18:16:29
E0STKA52,E0STKA52_M01,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:17:28,2024-08-22 18:17:31
E0STKA52,E0STKA52_M01,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:18:31,2024-08-22 18:19:38
E0STKA52,E0STKA52_M01,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:20:38,2024-08-22 18:20:40
E0STKA52,E0STKA52_M01,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:21:40,2024-08-22 18:21:56
E0STKA52,E0STKA52_M01,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:22:56,2024-08-22 18:25:05
E0STKA52,E0STKA52_M02_OP,1091,1st Light Curtain detection abnormality,,2024-08-22 18:25:05,2024-08-22 18:25:41
E0STKA52,E0STKA52_M02,1091,1st Light Curtain detection abnormality,,2024-08-22 18:25:05,2024-08-22 18:25:41
E0STKA52,E0STKA52_M01,1091,1st Light Curtain detection abnormality,,2024-08-22 18:25:05,2024-08-22 18:25:41
E0STKA52,E0STKA52_M01_OP,1091,1st Light Curtain detection abnormality,,2024-08-22 18:25:05,2024-08-22 18:25:41
E0STKA52,E0STKA52_M01,1091,1st Light Curtain detection abnormality,,2024-08-22 18:25:56,2024-08-22 18:26:27
E0STKA52,E0STKA52_M02,1091,1st Light Curtain detection abnormality,,2024-08-22 18:25:56,2024-08-22 18:26:27
E0STKA52,E0STKA52_M02_OP,1091,1st Light Curtain detection abnormality,,2024-08-22 18:25:56,2024-08-22 18:26:27
E0STKA52,E0STKA52_M01_OP,1091,1st Light Curtain detection abnormality,,2024-08-22 18:25:56,2024-08-22 18:26:27
E0STKA52,E0STKA52_M01_OP,1091,1st Light Curtain detection abnormality,,2024-08-22 18:26:41,2024-08-22 18:27:31
E0STKA52,E0STKA52_M02_OP,1091,1st Light Curtain detection abnormality,,2024-08-22 18:26:41,2024-08-22 18:27:31
E0STKA52,E0STKA52_M02,1091,1st Light Curtain detection abnormality,,2024-08-22 18:26:41,2024-08-22 18:27:32
E0STKA52,E0STKA52_M01,1091,1st Light Curtain detection abnormality,,2024-08-22 18:26:41,2024-08-22 18:27:32
E0STKA52,E0STKA52_M01_OP,1091,1st Light Curtain detection abnormality,,2024-08-22 18:27:46,2024-08-22 18:30:25
E0STKA52,E0STKA52_M02_OP,1091,1st Light Curtain detection abnormality,,2024-08-22 18:27:46,2024-08-22 18:30:25
E0STKA52,E0STKA52_M01,1091,1st Light Curtain detection abnormality,,2024-08-22 18:27:46,2024-08-22 18:30:25
E0STKA52,E0STKA52_M02,1091,1st Light Curtain detection abnormality,,2024-08-22 18:27:46,2024-08-22 18:30:25
E0STKA52,E0STKA52_M02_OP,1091,1st Light Curtain detection abnormality,,2024-08-22 18:30:36,2024-08-22 18:31:49
E0STKA52,E0STKA52_M01_OP,1091,1st Light Curtain detection abnormality,,2024-08-22 18:30:36,2024-08-22 18:31:49
E0STKA52,E0STKA52_M02,1091,1st Light Curtain detection abnormality,,2024-08-22 18:30:36,2024-08-22 18:31:49
E0STKA52,E0STKA52_M01,1091,1st Light Curtain detection abnormality,,2024-08-22 18:30:36,2024-08-22 18:31:49
E0STKA52,E0STKA52_M01_OP,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:32:48,2024-08-22 18:33:56
E0STKA52,E0STKA52_M01,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:32:49,2024-08-22 18:33:56
E0STKA52,E0STKA52_M01_OP,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:34:56,2024-08-22 18:37:41
E0STKA52,E0STKA52_M01,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:34:56,2024-08-22 18:37:42
E0STKA52,E0STKA52_C01,135,Lightcutain Error,,2024-08-22 18:25:05,2024-08-22 18:38:30
E0STKA52,E0STKA52_M01_OP,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:38:41,2024-08-22 18:39:02
E0STKA52,E0STKA52_M01_OP,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:40:02,2024-08-22 18:40:33
E0STKA52,E0STKA52_M01_OP,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:41:33,2024-08-22 18:41:53
E0STKA52,E0STKA52_M01_OP,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:42:53,2024-08-22 18:43:04
E0STKA52,E0STKA52_M01_OP,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:44:04,2024-08-22 18:44:18
E0STKA52,E0STKA52_M01_OP,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:45:18,2024-08-22 18:45:33
E0STKA52,E0STKA52_M01_OP,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:46:33,2024-08-22 18:46:43
E0STKA52,E0STKA52_M01_OP,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:47:43,2024-08-22 18:47:59
E0STKA52,E0STKA52_M02_OP,1125,Mode Key Change Error,,2024-08-22 18:48:01,2024-08-22 18:48:03
E0STKA52,E0STKA52_M04_OP,1125,Mode Key Change Error,,2024-08-22 18:48:01,2024-08-22 18:48:03
E0STKA52,E0STKA52_M03_OP,1125,Mode Key Change Error,,2024-08-22 18:48:01,2024-08-22 18:48:03
E0STKA52,E0STKA52_M01_OP,1125,Mode Key Change Error,,2024-08-22 18:48:01,2024-08-22 18:48:03
E0STKA52,E0STKA52_M06_OP,1125,Mode Key Change Error,,2024-08-22 18:48:01,2024-08-22 18:48:03
E0STKA52,E0STKA52_M06,1125,Mode Key Change Error,,2024-08-22 18:48:01,2024-08-22 18:48:03
E0STKA52,E0STKA52_M05_OP,1125,Mode Key Change Error,,2024-08-22 18:48:01,2024-08-22 18:48:03
E0STKA52,E0STKA52_M02,1125,Mode Key Change Error,,2024-08-22 18:48:01,2024-08-22 18:48:03
E0STKA52,E0STKA52_M01,1125,Mode Key Change Error,,2024-08-22 18:48:01,2024-08-22 18:48:03
E0STKA52,E0STKA52_M03,1125,Mode Key Change Error,,2024-08-22 18:48:01,2024-08-22 18:48:03
E0STKA52,E0STKA52_M04,1125,Mode Key Change Error,,2024-08-22 18:48:01,2024-08-22 18:48:03
E0STKA52,E0STKA52_M05,1125,Mode Key Change Error,,2024-08-22 18:48:01,2024-08-22 18:48:03
E0STKA52,E0STKA52_M01_OP,1012,"There is sensor detection, and there is no Data",,2024-08-22 18:51:38,2024-08-22 18:51:52
E0STKA52,E0STKA52_M05_OP,1125,Mode Key Change Error,,2024-08-22 18:52:09,2024-08-22 18:52:10
E0STKA52,E0STKA52_M06_OP,1125,Mode Key Change Error,,2024-08-22 18:52:09,2024-08-22 18:52:10
E0STKA52,E0STKA52_M01_OP,1125,Mode Key Change Error,,2024-08-22 18:52:09,2024-08-22 18:52:10
E0STKA52,E0STKA52_M02_OP,1125,Mode Key Change Error,,2024-08-22 18:52:09,2024-08-22 18:52:10
E0STKA52,E0STKA52_M04_OP,1125,Mode Key Change Error,,2024-08-22 18:52:09,2024-08-22 18:52:11
E0STKA52,E0STKA52_M03_OP,1125,Mode Key Change Error,,2024-08-22 18:52:09,2024-08-22 18:52:11
E0STKA52,E0STKA52_M04,1125,Mode Key Change Error,,2024-08-22 18:52:09,2024-08-22 18:52:11
